index,text,polarity
659,"Story highlights ""This sort of thing is handled at the state level,"" McConnell said
""Election fraud does occur,"" he said
Washington (CNN) Senate Majority Leader Mitch McConnell said Sunday no federal money should be spent investigating voter fraud -- which President Donald Trump has falsely claimed cost him millions of votes.
McConnell told CNN's Jake Tapper on ""State of the Union"" he wants to leave the task of wiping voters who have died or moved away off their rolls to state governments.
""This sort of thing is handled at the state level, and the Democrats always claim there's no election fraud at all. That is, of course, not true -- election fraud does occur. There's no evidence that it occurred in such a significant number that would have changed the presidential election, and I don't think we ought to spend any federal money investigating that,"" the Kentucky Republican said.
Trump has asserted, without providing any evidence, that 3 to 5 million people voted illegally for Hillary Clinton in 2016 -- similar to the margin of Clinton's popular vote victory over Trump.
He said he would launch a federal investigation into voter fraud. But the White House canceled an event where Trump was scheduled to take executive action ordering such an investigation more than a week ago and has not rescheduled.
Read More",neutral
660,"Story highlights ""I don't know that that's necessary,"" McConnell told CNN's Jake Tapper on ""State of the Union""
Trump lashed out at the ""so-called judge"" Saturday
Washington (CNN) Senate Majority Leader Mitch McConnell said President Donald Trump isn't likely to get his travel ban implemented by Congress if courts strike it down.
""I don't know that that's necessary,"" McConnell told CNN's Jake Tapper on ""State of the Union"" Sunday. ""I mean, the courts are going to decide whether the executive order the President issued is valid or not, and we all follow court orders.""
McConnell's comments come after a federal judge put a pause on Trump's order that barred citizens of seven Muslim-majority countries -- Iraq, Syria, Iran, Libya, Somalia, Sudan and Yemen -- from entering the US for 90 days, all refugees for 120 days and indefinitely halts refugees from Syria.
Trump lashed out at the ""so-called judge,"" tweeting Saturday: ""The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned!""
The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned! — Donald J. Trump (@realDonaldTrump) February 4, 2017
Read More",positive
661,"Story highlights Pence said the Trump administration is ""watching"" Russia
On Sunday, Pence said Trump spoke with Putin about Ukraine
Washington (CNN) Vice President Mike Pence said the Trump administration is ""watching"" Russia and ""very troubled"" by its violation of a ceasefire in Ukraine last week.
It was the latest of a series of mixed messages from the White House on Russia to come in a series of days.
President Donald Trump equated American actions with the regime of Russian President Vladimir Putin in an interview with Fox News' Bill O'Reilly.
When O'Reilly noted Putin is ""a killer,"" Trump said: ""There are a lot of killers. You think our country's so innocent?""
Trump's defense of Russia came just days after his United Nations ambassador lashed out at Moscow.
Read More",neutral
662,"Story highlights Trump's order bars citizens of seven Muslim-majority countries
A state has to prove that it has been harmed in order to bring the challenge
(CNN) Top Justice Department lawyers are now in charge of defending the Trump administration's hastily drawn up executive order, and they are assiduously avoiding President Donald Trump's blunt and inflammatory tweets in favor of sweeping and bold statements about national security and executive power.
In their first full-throated defense of the executive order, the lawyers argue that a lower court's injunction ""contravenes the constitutional separation of powers ... harms the public by thwarting"" enforcement of the order, and ""second-guesses"" the President's judgment about the ""quantum of risk posed by the admission of certain classes of aliens.""
Trump's order bars citizens of seven Muslim-majority countries -- Iraq, Syria, Iran, Libya, Somalia, Sudan and Yemen -- from entering the US for 90 days, all refugees for 120 days and indefinitely halts refugees from Syria.
Since the federal appeals court rejected a request to immediately reinstate the travel ban, lawyers for Washington state and Minnesota have until 2:59 a.m. Monday to file legal papers, and the Justice Department lawyers have until 6 p.m. Monday evening to reply. Then a three-judge panel will decide whether to schedule a hearing or issue a ruling.
Justice Department lawyers face an uphill battle to vacate the lower court's order, but in making their arguments, they've laid out a broad defense that will replay in other upcoming challenges.
Read More",negative
663,"Washington (CNN) Vermont Sen. Bernie Sanders accused President Donald Trump of falling short of commitments to middle-class voters, pointing to his Cabinet and senior advisers' ties to Wall Street.
""This guy is a fraud,"" Sanders told CNN's Jake Tapper on ""State of the Union"" Sunday.
""This guy ran for president of the United States saying, 'I, Donald Trump, I'm going to take on Wall Street -- these guys are getting away with murder.' Then suddenly, he appoints all these billionaires,"" Sanders said.
Trump selected Steve Mnuchin, a former Goldman Sachs trader and hedge fund manager, as his treasury secretary nominee; Wilbur Ross, a billionaire former banker, to lead the Commerce Department; and Gary Cohn, a top Goldman Sachs executive, to lead his National Economic Council
Sanders said Trump's Cabinet appointments and advisers directly contradict his pledge to re-institute the Glass-Steagall Act, a regulation that separated commercial and investment banks, which was repealed under Bill Clinton.
Trump signed an executive order on Friday that sets the stage for rewriting US financial regulation in an effort to encourage more lending to American businesses.
he White House also signaled a possible shake-up of the structure of financial regulators, especially the Consumer Financial Protection Bureau. Trump wrote that regulation must ""restore public accountability,"" a backhand reference the CFPB, which some Republicans have painted as a rogue regulator that lacks oversight.
""He is a good showman, I will give you that -- he is a good TV guy,"" Sanders said of Trump. ""But I think he is going to sell out the middle class, the working class, of this country.""
""It is hard not to laugh to see President Trump alongside these Wall Street guys,"" Sanders said.
CNN's Matt Egan contributed to this report.",neutral
664,"(CNN) Protests against President Donald Trump's policies took place Saturday in several major American cities.
Though not on the scale of last weekend's protests, demonstrators gathered in cities such as Denver, Houston, Miami, New York, Philadelphia, St. Louis and Washington.
A protest also took place in West Palm Beach, Florida, close to Trump's Mar-a-Lago club, where he is spending the weekend.
There were a variety of themes at the protests. Some people voiced objection to the President's proposed border wall. In other places people spoke out for rights for refugees, immigrants and LGBT Americans.
The gatherings took place one day after a federal judge in Washington state issued a temporary stay on the President's immigration ban executive order.
The White House quickly responded in a statement, saying the Justice Department will fight to block the order ""at the earliest possible time.""
Here is what was happened around the nation Saturday.
Washington
Protesters walked along Pennsylvania Avenue from the White House to the US Capitol to ""deliver a clear message to the doorsteps of President Trump, members of Congress, and the courts,"" according to a Facebook event page.
At the front of the pack, participants held a banner across the front row saying, ""No Ban,"" referring Trump's January 29 executive order that temporarily bars citizens of seven Muslim-majority countries from entering the United States.
Protest stopping to chant outside Trump's hotel pic.twitter.com/WW1lmQyKCL — Bullneck (@Bullneck) February 4, 2017
Demonstrators also stopped outside the new hotel owned by the Trump family before moving on.
Ramin Mehdizadeh, an Iranian who founded an architectural firm in Washington, told CNN he is worried his parents in Iran won't be able to come to the United States to see their grandchildren. He is also concerned that something would happen if he went overseas and tried to return.
""I have a life here. I have a business here. It is so scary,"" he said.
Christine Montgomery, born and raised in the capital, said many immigrants marched alongside her African-American family and friends in the Washington ""Black Lives Matter"" protests.
""Before, they were sympathizing with us. Now they're empathizing with us, "" she said.
Melissa Jackson agreed, saying Trump is ironically uniting Americans with his executive orders.
""With him in office, he's really bringing this country together,"" she said, pointing to the crowd's diversity.
New York
The LGBT community and supporters rallied at Stonewall National Monument to speak out against Donald Trump.
CNN affiliate WABC reported thousands of people congregated in Greenwich Village at the Stonewall National Monument , voicing opposition to the stances of the White House on LGBT issues.
Four arrests were made on Saturday during the protests, the NYPD told CNN.
Stonewall was the country's first national monument honoring the LGBT movement. WABC reported organizers called for a rally when a draft of an executive order circulated this week that would have curbed LGBT rights.
""This is an unpredictable White House that makes very erratic policy decisions ... so we believe we have to be out in front of these fights,"" said Zeke Stokes, vice president of programs for GLAAD, an LGBT activist group.
Senate Minority Leader Chuck Schumer spoke at the rally, leading several ""Dump Trump"" chants.
Protesters also spoke out for other groups that they believe are being discriminated against.
""As a member of the LGBT community, I'm here to say that whether you are Muslim, whether you are Latino or Latina, an immigrant or a refugee or anybody else whose been antagonized by this demagogic tyrant, we have your back,"" said New York City Councilman Corey Johnson. ""We have the responsibility to look out for each other.""
West Palm Beach
A sizable crowd stretched a mile down the sidewalk on Flagler Drive as thousands of people walked towards President Trump's weekend residence.
Across the water, the lights of Mar-a-Lago seemed to be off. Later, fireworks went off above the club, likely at the end of a fundraiser being held.
On the West Palm Beach side, a few dozen pro-Trump counterprotesters showed up and at one point there was a tense moment when a man got out of a pickup with a Trump flag. When there was a physical altercation, police moved in. It did not appear that anyone was detained.
Some marchers went across the bridge and stood on the road across from the club, where a Red Cross Ball was being held. After staying there for a few hours, the protesters went home.
But before departing, they sang the Star-Spangled Banner and chanted, ""U-S-A!"" One man yelled ""Hey, we are all on the same team.""
Trump supporters heckled marchers, saying, ""This is your president.""
Miami
""No ban, no wall,"" protesters said as they walked through Miami to the Miami-Dade County courthouse, CNN affiliate WPLG reported. Miami police kept an eye on the marchers, occasionally stopping traffic so the scores of people could continue through intersections.
At the courthouse, the protesters almost filled the steps to the building.
Crowd has now gathered on the steps of the Miami Dade County Courthouse on NW 1st Street between Miami Avenue and NW 1st Avenue. pic.twitter.com/vqhGUMWXiE — Miami PD (@MiamiPD) February 4, 2017
The demonstrators included children, some of whom brought handwritten signs. ""Dump Trump,"" a couple said.
Denver
A gathering in the Colorado capital was designed to show support for ""our Muslim neighbors,"" a Facebook post for organizers said.
Many in the crowd that gathered at Civic Center Park near the state capitol sang ""This Land is Your Land"" in protest of President Trump's immigration orders.
This is what #Colorado thinks about your #muslimban #coloradowelcomesrefugees #lovetrumpshate #notmypresident #notmycountry #firsttheycameforthemuslimsandwesaidnottodaymotherfucker A photo posted by Robin MacKinnon (@robinsnapped) on Feb 4, 2017 at 12:36pm PST
One man held a sign that said, ""I am not afraid of Muslims, I am afraid of our president."" Another said: ""We are all immigrants.""
Houston
A few counterprotesters held signs saying, ""BlacksForTrump2020.com,"" a reporter for the Houston Chronicle tweeted.
They were far outnumbered by the crowd of several hundred.
The city is teeming with people there to watch the Super Bowl, and according to CNN affiliate KTRK, protests there didn't cause any issues.
One demonstrator held a sign that read, ""If I had Muslims, undocumented immigrants, refugees, black & queer folks in my uterus, would you try to save them.""
""I wish we didn't have to make signs like this."" pic.twitter.com/tuXWLy7A0h — Dylan Baddour (@DylanBaddour) February 4, 2017
St. Louis
They called it the March on the Arch. Protesters trekked from Union Station Hotel to Memorial Plaza to the Federal Courthouse to the famed Gateway Arch. It was organized by the Missouri office of the Council on American-Islamic Relations.
""No hate, no fear; refugees are welcome here,"" the crowd chanted.
Final rally beneath the Arch. pic.twitter.com/QVasx1bN9R — Student Life (@studlife) February 4, 2017
Philadelphia
One of the bigger protests appeared to be in the city of Brotherly Love, where people jammed into Thomas Paine Plaza outside the city's Municipal Building.
Co-organizer Kerri Kennedy told CNN affiliate KYW the theme was ""Sanctuary Everywhere,"" a concept where communities embrace people in need.
Thousands Gather In Center City To Protest Policies Of Trump Administration https://t.co/yhArf3IUrK pic.twitter.com/vOVo1xyZHZ — CBS Philly (@CBSPhilly) February 4, 2017
""So that's supporting Black Lives Matter, native rights for water, LGBT issues, standing with women, standing with our Muslim brothers and sisters who are banned, and that's standing with immigrants and refugees who have a right to be here,"" she told the station.",negative
665,"Washington (CNN) President Donald Trump spent months running against Barack Obama's leadership style, faulting him for being ""weak and ineffective"" on Iran, lacking of focus the ""real"" job numbers and inability to combat ISIS because he was the group's ""founder.""
What a difference a few months makes.
Trump and his White House advisers are now using Obama as a security blanket, making almost identical moves he made during his tenure and defending possible mistakes by arguing that they were initially made by Barack Obama.
The tactic is familiar: Obama, eight years after he succeeded President George W. Bush, was still blaming the 43rd president for some of the pockmarks on his legacy.
But what is remarkable about Trump is how vehemently he ran against Obama. Not only did Trump describe the Obama presidency in near apocalyptic terms during the campaign, he was the leader of the ""Birther"" movement, an attempt to delegitimize the president he is now using as a shield.
In the aftermath this week of the botched raid in Yemen that left one US Navy SEAL dead and three more wounded, as well as another three hurt in an Osprey crash, the Trump White House pointed the finger at the previous administration.
White House press secretary Sean Spicer, laying out how the raid came together, was clear to note that it was approved by the Obama administration before it was passed off and approved by Trump.
""Clearly, that was under the last administration,"" Spicer said while going through the key dates in the raid. And White House officials, speaking with the benefit of not identifying themselves, were quick to note that Pentagon officials had discussed and even signed off on the plan.
This has Obama allies accusing the new commander in chief of passing the buck.
Ned Price, former special assistant to Obama and the National Security Council, tweeted Thursday that the operation was ""never presented to or considered by the Obama Admin for approval.""
Except it was misleading. The specific operation in question was never presented to or considered by the Obama Admin for approval. https://t.co/v0KwnhhRj9 — Ned Price (@nedprice) February 2, 2017
Another former senior government official involved in Obama's National Security Council told CNN: ""In a nutshell, Trump and his team owns the process and the ultimate decision -- and the consequences.""
Viewing jobs numbers in new light
Obama's team is also wondering why Trump, who repeatedly criticized the unemployment figures issued under the Democratic president, is suddenly taking credit for new job growth at the end of Obama's term.
The unemployment rate hovered between 4.7% and 5% for all of last year, according to the Bureau of Labor Statistics , but Trump told voters they weren't real.
""Don't believe these phony numbers,"" Trump said in February 2016. ""The number is probably 28, 29, as high as 35 [percent]. In fact, I even heard recently 42%.""
Friday, when the latest numbers were released, Spicer touted the figures from the White House podium.
""Speaking of good numbers,"" Spicer said before reading out the January jobs report that found America added 227,000 jobs in January, well ahead of December's gain of 157,000 jobs.
""Today's report reflects the consumer confidence that the Trump presidency has inspired,"" Spicer said. Kellyanne Conway, one of Trump's top aides, tweeted that ""jobs numbers already like POTUS.""
Trump, during a meeting with business leaders on Friday, said he was ""very happy"" with the jobs report.
""I think that' it's going to continue big league. We're bringing back jobs,"" he added.
While this is the first jobs report released under Trump, the Labor Department conducted the survey in the second week of January, while Obama was still in office.
And Obama officials -- many of whom left their offices weeks ago -- were left to laugh at how Trump is taking credit for the jobs numbers.
""It was, indeed, remarkable that the unemployment rate fell from 42% to 4.8% on January 20th,"" said Austan Goolsbee, the former chair of Obama's Council of Economic Advisers.
Same Iran sanctions policy as Obama's?
And on Iran, Trump is responding to the nation's ballistic missile test in nearly the same way Obama's administration responded.
After Trump's national security adviser puts Iran ""on notice,"" the Trump administration announced it was applying sanctions on 25 individuals and companies connected to Iran's ballistic missile program.
""Iran is playing with fire - they don't appreciate how ""kind"" President Obama was to them,"" Trump tweeted on Friday. ""Not me!""
Iran is playing with fire - they don't appreciate how ""kind"" President Obama was to them. Not me! — Donald J. Trump (@realDonaldTrump) February 3, 2017
National Security Adviser Michael Flynn said in a statement that the sanctions show ""the days of turning a blind eye to Iran's hostile and belligerent actions toward the United States and the world community are over.""
Responding to the Iranian's testing ballistic missiles by implanting sanctions, however, is exactly what the Obama administration did in January 2016.
""We will continue to enforce these sanctions vigorously,"" Obama said when his Treasury Department sanctioned 11 people with ties to the missile program. ""We are going to remain vigilant about it.""
Jake Sullivan, the top policy adviser on Hillary Clinton's campaign and a former Obama administration official, said Thursday that Trump took a page out of Obama's playbook.
""When the Iranians tested Ballistic Missiles in the Obama administration, the Obama administration imposed sanctions,"" Sullivan said. ""So, this is consistent with steps that have been taken in the past.""",negative
666,"Story highlights There is concern and trepidation about how long the ruling will hold
Funding for resettlement groups is also in question
Washington (CNN) For the second weekend in a row, nonprofits tasked with welcoming refugees to the United States are reacting to a sudden, major shift in the policies that govern their work.
A week ago, President Donald Trump signed an executive order suspending resettlement for 120 days and initiating a review of the vetting procedures used to approve applicants to come to the United States.
Then Friday, a more welcome surprise for refugee groups: A federal judge in Washington reversed several key provisions of the executive order, paving the way some refugees to enter the country.
Amid the celebration, however, there is also concern and trepidation about how long the ruling will hold, and how many refugees will actually be admitted.
""I feel like our whole world has been turned upside-down,"" Danielle Drake, community relations manager at the Cleveland nonprofit US Together, told CNN Saturday.
Read More",neutral
667,"Story highlights ""There are a lot of killers. You think our country's so innocent?"" Trump says
It is an unusual assertion coming from the President of the United States
Washington (CNN) President Donald Trump appeared to equate US actions with the authoritarian regime of Russian President Vladimir Putin in an interview released Saturday, saying, ""There are a lot of killers. You think our country's so innocent?""
Trump made the remark during an interview with Fox News' Bill O'Reilly, saying he respected his Russian counterpart.
""But he's a killer,"" O'Reilly said to Trump.
""There are a lot of killers. You think our country's so innocent?"" Trump replied.
A clip of the exchange was released Saturday and the full interview aired Sunday before the Super Bowl.
Read More",negative
668,"Washington (CNN) The rapid halting of President Donald Trump's immigration order has given him his first exposure to the limits on his presidential power, a sharp awakening for a real estate mogul accustomed to the wide unilateral prerogative of a chief executive.
With the order mired in legal challenge and travelers again weighed with uncertainty, Trump is facing his first run-in with a system of federal checks and balances.
The fresh uncertainty over the order illustrated again the chaotic fallout of the new President's intent in rapidly fulfilling his most controversial campaign promises.
And for the second Saturday in a row, airlines, travelers, and government lawyers are confronting a broad shift in the rules governing US immigration, sowing further global confusion about the President's travel ban meant to combat terror.
Aides scramble
Trump was mingling among guests in the living room of his lavish Florida estate on Friday when a judge in Washington state halted enforcement of his executive order, which he signed last Friday at the Pentagon.
His core team of advisers, including chief of staff Reince Priebus, chief strategist Steve Bannon and his top policy aide Stephen Miller, had all made the journey with him to Palm Beach on Air Force One, where he's spending the weekend at his Italianate Mar-a-Lago club. The group triaged the judge's ruling from there.
Back in Washington, Trump's press secretary, Sean Spicer, issued a statement around 10 p.m. ET Friday night announcing the Justice Department intended to ""file an emergency stay of this outrageous order and defend the executive order of the President."" He updated his language moments later to remove the word ""outrageous.""
But if the White House was hoping to temper its language around the legal challenge, the President himself dashed any hope of decorum when he woke up at his oceanfront retreat on Saturday.
""The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned!"" Trump wrote on Twitter.
JUST WATCHED President's response to restraining order Replay More Videos ... MUST WATCH President's response to restraining order 03:49
Drafted by a small circle of aides, who kept the contents secret from lawmakers and most government officials, the contentious ban has drawn legal scrutiny since it went into effect last weekend. At the Justice Department, the acting attorney general was fired from her post on Monday night after telling agency lawyers not to defend the measure. Trump replaced her with a US attorney who vowed to enforce the ban.
But with the judge's ruling on Friday evening, even Trump's own appointees will be forced to follow the court's order. Less than three hours after the decision was handed down, Customs and Border Protection officials told representatives from major air carriers they could allow previously banned passengers to board flights bound for the US.
The Department of Homeland Security, headed by Trump pick John Kelly, said it is suspending implementation of the order, even as it insisted the ban was ""lawful and appropriate.""
JUST WATCHED Homeland Security suspends travel ban process Replay More Videos ... MUST WATCH Homeland Security suspends travel ban process 01:57
And the State Department, run by Trump appointee Rex Tillerson, said it is revalidating visas it revoked only days ago.
""We have reversed the provisional revocation of visas under Executive Order 13769,"" an agency official said. ""Those individuals with visas that were not physically cancelled may now travel if the visa is otherwise valid.""
The order and its subsequent reversal have led to rapid-fire changes in US policy, leading some to view a government in disarray.
""I cannot remember a president who has had so much chaos surrounding his presidency in the first 100 days,"" said David Gergen, a White House adviser to four presidents and now CNN senior political analyst. ""I understand they were trying to address a serious concern they had. They brought this on themselves the way they drafted this. They didn't have the lawyers. They need to vet this in a way to pass constitutional muster.""
Impact on Gorsuch nomination
The latest legal controversy -- and Trump's highly unusual step for a President of personally attacking a judge who delivered a ruling critical of his administration -- could spark new controversy and ammunition for Democrats in the fight against his nomination of Judge Neil Gorsuch for the Supreme Court.
Senate Democratic Minority Leader Chuck Schumer made clear on Saturday that the President's tweet branding Judge James Robart as a ""so-called judge"" would prompt difficult questions for Gorsuch at his confirmation hearing.
""The President's attack on Judge James Robart, a Bush appointee who passed with 99 votes, shows a disdain for an independent judiciary that doesn't always bend to his wishes and a continued lack of respect for the Constitution, making it more important that the Supreme Court serve as an independent check on the administration,"" Schumer said in a statement.
JUST WATCHED Trump: 'Go nuclear' on Supreme Court pick Replay More Videos ... MUST WATCH Trump: 'Go nuclear' on Supreme Court pick 05:05
But Vice President Mike Pence made clear in a speech to the Federalist Society in Philadelphia on Saturday that the White House would respond to any attempt to use the Senate filibuster to block Gorsuch's nomination by urging Senate Majority Leader Mitch McConnell to enact the so-called nuclear option to change the chamber's rules to allow GOP senators to schedule a vote on his nomination with a simple majority.
Still, the likelihood that the tussle over the legality of Trump's executive order sooner or later ends up in the Supreme Court gives Democrats a fresh rationale to do everything possible to delay his confirmation, given that the Supreme Court, currently operating one justice short, may not be able to amass a majority in support of the President's move.
Airlines adjust
Just as they did last Saturday as the order went into effect, airlines are adjusting their procedures for allowing passengers onto planes bound for American airports, and travelers who were previously banned are assessing whether to again attempt travel to the US.
Opponents of the ban said they were heartened by the reversal. But there remained little certitude for US policy going forward.
""Our concern is for the welfare and safety of those vulnerable refugees who believed they were escaping danger and the indignity of their lives to be resettled in the US -only to have their hopes curtailed,"" said Leonard Doyle, a spokesman for the International Organization for Migration. ""Until there is further clarity, we would not wish to see the hopes of refugees raised only to be subsequently disappointed.""
At the Dubai International Airport, passengers boarding flights reported business as usual, as calm lines formed at counters in the terminal where US-bound planes depart. Passengers at Istanbul's Ataturk Airport and London Heathrow reported similar scenes.
Major airlines — including Qatar Airways, Lufthansa, and Air France — said on Saturday they would begin boarding passengers who were barred from entering the US under the executive order.
Emirates, the Dubai-based long-haul carrier, said it would board all passengers carrying valid US visas or green cards and allow them to fly to the US, including nationals from the seven countries that Trump's order had barred.
But the airline warned that ""entry requirements to the US may change.""",negative
669,"Washington (CNN) As challenges to President Donald Trump's travel ban ping pong through federal courts across the country, both sides are still fighting on a preliminary issue: whether the order should be temporarily blocked, and if so, where.
Legal filings hint at the broad constitutional and statutory arguments to come, but judges have not yet ruled squarely on the merits one way or the other.
The challenges began a week ago when individuals with valid visas, among others, found themselves in legal limbo. They were in transit when Trump's order went into effect on the evening of January 27 and they were not immediately allowed into the country.
Now several states are also bringing claims, including Washington, Minnesota, Massachusetts and Hawaii among others.
The claim brought by attorneys general in Washington and Minnesota -- the one that led federal Judge James Robart in Seattle to put a temporary nationwide halt to the travel ban Friday night -- is the furthest along so far, but the legal landscape changes quickly.
Trump's order bars citizens of seven Muslim-majority countries -- Iraq, Syria, Iran, Libya, Somalia, Sudan and Yemen -- from entering the US for 90 days, all refugees for 120 days and indefinitely halts refugees from Syria.
Standing
In order to bring suit, states must prove that they have been harmed.
In court papers, attorneys general for Washington and Minnesota argue they have the legal right to be in court.
""Washington has declared that practices that discriminate against any of its inhabitants because of race, creed, color or national origin are matters of public concern that threaten the rights and proper privileges of the State and harm the public welfare,"" they wrote. They also claim the executive order would hurt the state's economy, pointing to Microsoft, which is headquartered in the state.
""Microsoft's US workforce is heavily dependent on immigrants and guest workers,"" they write. ""At least 76 employees at Microsoft are citizens of Iran, Iraq, Syria, Somalia, Sudan, Libya or Yemen and hold temporary work visas.""
Minnesota stresses that the order would impact the Mayo Clinic that is based there.
""The Mayo Clinic, an internationally known health care institution that treats patients who travel to it for health care services from around the world, has publicly stated that approximately 80 staff, physicians and scholars have ties to the affected countries.""
The government says the states don't have the right to be in court, and on the threshold issue, government lawyers say the states are attempting to manufacture standing.
In court papers, lawyers for the government argue that ""lost tax revenues, or reputational injury to its universities -- are not concrete, particularized harms.""
And the lawyers say that the states can't rely on any injuries to lawful permanent residents because the White House has clarified that the 90-day suspension of entry does not apply to those individuals.
""In effect, the states are arguing that, unlike individuals temporarily detained at the airport, they will suffer a longer-term economic injury from the executive order -- one that therefore allows them to challenge it,"" said Steve Vladeck, CNN legal analyst and professor of law at the University of Texas School of Law.
""This is a controversial argument, but, more than a little ironically, it's based on similar reasoning to what a number of more conservative states, led by Texas, successfully used in the lower courts to challenge President Obama's deferred action immigration program,"" he said.
Constitutional and statutory arguments
Moving to the merits, the states make a variety of statutory and constitutional arguments.
Washington and Minnesota argue that the executive orders ""target individuals for discriminatory treatment based on their country of origin and/or religion, without lawful justification"" and they say the order was ""motivated by animus and a desire to harm a particular group.""
They also say that the order violates the Establishment Clause that prohibits the federal government from preferring one religion over another. They say parts of the order, coupled with some statements made by the President in the press, ""are intended to disfavor Islam and favor Christianity.""
And they make a due process claim arguing that the federal government cannot deprive individuals based on their liberty interests without due process of the law.
Also in play is the Immigration and Nationality Act of 1965, which they argue ""prohibits discrimination in the issuance of immigrant visas on the basis of race, nationality, place of birth, or place of residence.""
Hawaii Attorney General Doug Chin echoed these arguments in a different case.
He argues the executive order ""is subjecting a portion of Hawaii's population to discrimination and second-class treatment, and denying them their fundamental right to travel overseas. Moreover, the executive order is eroding Hawaii's sovereign interests in maintaining the separation between church and state and in welcoming persons from all nations around the world into the fabric of its society.""
""There are so many different legal objections to the executive order -- and so many different changes in policy in the order -- that it's hard to know which ones will stick,"" said Vladeck.
""The whole order is potentially vulnerable to the religious discrimination claims, whereas the due process objections are more to how individual sections of the order restrict the liberty of different classes of immigrants. But there's almost no way the entire order survives these lawsuits unscathed,"" he said.
In the hours after Robart issued the nationwide order blocking the ban, Trump was quick to respond.
""The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned!"" Trump tweeted Saturday morning.
The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned! — Donald J. Trump (@realDonaldTrump) February 4, 2017
In court papers, his lawyers have so far been more measured.
On the merits, they note that Congress ""expressly has delegated to the President the broad power to suspend entry 'of any class of aliens into the United States.' ""
""The order was well within the President's authority under Congress' delegation, particularly in an area, like immigration, in which the admission to the United States of foreign aliens is subject to plenary control by the political branches,"" they said.
Courts
In issuing his temporary restraining order, Robart, the US district judge for the western district of Washington, acknowledged that issuing it is ""an extraordinary remedy"" but he held that the executive order ""adversely affects the states' residents in areas of employment, education, business, family relations, and freedom of travel.""
He said the harms are ""significant and ongoing,"" and concluded that the order against the government was necessary until the court could hear arguments for further relief.
His order came after a different judge in Massachusetts declined to renew a temporary restraining order previously issued. Judge Nathaniel M. Gorton of the U.S. District Court for the District of Massachusetts said one of the factors he had to consider was whether the plaintiffs were likely to succeed on the merits.
""Because plaintiffs have not demonstrated that they are likely to succeed on the merits of their claims, an extension of the restraining order at the present time is not warranted,"" he said.",negative
